Year,Source,URL,Letters,Words,Sentences,Paragraphs
2022,abi,https://www.abi.bo/index.php/noticias/deportes/37-notas/noticias/sociedad/19533-relator-de-la-onu-visitara-bolivia-desde-el-martes-para-evaluar-la-justicia,1797,366,9,7
2022,abi,https://www.abi.bo/index.php/noticias/deportes/37-notas/noticias/sociedad/20110-covid-19-salud-reporta-que-se-aplicaron-12-588-095-dosis-en-bolivia,801,167,5,5
2022,opinion,https://www.opinion.com.bo/articulo/revista-asi/descubren-casarabe-civilizacion-prehispanica-oculta-amazonas-bolivia/20220604163535869164.html,3719,718,35,17
2022,la-razon,https://www.la-razon.com/economia/2022/05/29/richter-bolivia-es-uno-de-los-cinco-paises-con-inflacion-mas-baja-en-el-mundo/,2161,456,9,9
2022,dw,https://www.dw.com/es/bolivia-anuncia-hallazgo-de-nueva-reserva-de-gas-natural/a-60675990,1566,321,17,9
2022,lostiempos,https://www.lostiempos.com/actualidad/pais/20220925/bolivia-se-presto-us-2253-mm-18-leyes-gestion-luis-arce,4376,939,37,24
2022,dw,https://www.dw.com/es/bolivia-ordena-c%C3%A1rcel-a-polic%C3%ADas-antidroga-por-desaparici%C3%B3n-de-coca%C3%ADna/a-61571598,1303,254,10,6
2022,abi,https://www.abi.bo/index.php/noticias/gobierno/20607-ministra-de-la-presidencia-nunca-se-proceso-a-jueces-corruptos-comision-logro-hacerlo-por-primera-vez-en-la-historia-de-bolivia,1748,369,9,9
2022,economiayfinanzas,https://www.economiayfinanzas.gob.bo/node/8732,2609,567,12,12
2022,opinion,https://www.opinion.com.bo/articulo/pais/mujeres-politica-son-capaces-son-merecedoras/20220122132748852294.html,6846,1311,57,36
2022,la-razon,https://www.la-razon.com/energias-negocios/2022/06/12/bolivia-apunta-al-mercado-del-litio/,4456,929,47,14
2022,clarin,https://www.clarin.com/mundo/bolivia-murieron-once-personas-caida-micro-barranco_0_CCYWumtq3Y.html,2150,443,23,13
2022,opinion,https://www.opinion.com.bo/articulo/pais/bolivia-pasa-11-censos-poblacion-vivienda-191-anos/20220318215554859403.html,7279,1492,63,40
2022,abi,https://abi.bo/index.php/gobierno2/25352-bolivia-y-chile-acuerdan-hacer-mas-agil-el-libre-transito-y-fortalecer-el-comercio-por-arica,1887,376,12,9
2022,reduno,https://www.reduno.com.bo/noticias/accidente-aereo-en-uyuni-deja-cuatro-heridos--20221912198,805,160,7,7
2022,ceb,https://ceb.bo/2022/07/iglesia-manifiesta-preocupacion-por-la-contaminacion-explotacion-y-desigualdad-en-bolivia-y-pide-se-regale-confianza-trabajo-y-compasion/,7406,1606,50,24
2022,mhe,https://www.mhe.gob.bo/2022/03/06/gobierno-inaugura-el-primer-centro-de-medicina-nuclear-y-radioterapia-en-el-alto-para-fortalecer-lucha-contra-el-cancer%EF%BF%BC/,3082,585,18,11
2022,chile,https://www.chile.gob.cl/santa-cruz-de-la-sierra/noticias/primera-reunion-del-consejo-empresarial-chile-bolivia-se-celebro-en,1215,243,7,5
2022,lostiempos,https://www.lostiempos.com/actualidad/pais/20220717/bolivia-pierde-mas-us-700-millones-al-menos-12-arbitrajes-nacionalizaciones,1463,267,22,19
2022,lavozdetarija,https://lavozdetarija.com/2022/04/17/bolivia-se-ubica-como-segundo-productor-mundial-de-chia-y-busca-ampliar-su-mercado-en-china/,1498,298,9,9
2022,lostiempos,https://www.lostiempos.com/actualidad/pais/20221211/bolivia-3-ninas-adolescentes-se-casan-obligadas-antes-15-anos,3958,864,29,18
2022,opinion,https://www.opinion.com.bo/articulo/pais/violencia-sexual-bolivia-registra-4-embarazos-adolescentes-cada-hora/20220326201516860486.html,1297,286,10,7
2022,la-razon,https://www.la-razon.com/economia/2022/05/08/bolivia-registra-el-precio-mas-alto-de-exportacion-de-litio/,2756,625,23,14
2022,la-razon,https://www.la-razon.com/economia/2022/02/20/el-celag-plantea-proyectos-entre-bolivia-mexico-y-argentina-para-el-litio/,2954,570,16,14
2022,abi,https://www.abi.bo/index.php/noticias/deportes/37-notas/noticias/sociedad/20844-bolivia-y-argentina-acuerdan-mejorar-conectividad-aerea,729,136,4,4
2022,reduno,https://www.reduno.com.bo/noticias/se-registraron-enfrentamientos-en-san-carlos-y-portachuelo-20221030225655,1613,324,11,9
2022,dw,https://www.dw.com/es/bolivia-incendios-forestales-han-alcanzado-casi-300000-hect%C3%A1reas/a-62953334,1349,269,11,6
2022,erbol,https://erbol.com.bo/gente/monse%C3%B1or-braulio-s%C3%A1ez-garc%C3%ADa-celebra-35-a%C3%B1os-al-servicio-pastoral-en-bolivia,1508,346,6,6
2022,la-razon,https://www.la-razon.com/sociedad/2022/10/16/historico-bolivia-es-cuarto-en-el-torneo-de-robotica-mas-importante-del-mundo/,1233,271,12,10
2022,economy,https://www.economy.com.bo/articulo/agropecuaria/empresa-boliviana-alimentos-invierte-bs-27-millones-reactiva-sector-apicola-bolivia/20220116221058004217.html,955,185,9,7
2022,efe,https://efe.com/mundo/2022-12-04/el-gobierno-informa-que-son-mas-de-80-municipios-bolivianos-afectados-por-sequia/,1742,378,9,9
2022,abi,https://abi.bo/index.php/polititca2/29602-comites-civicos-rechazan-a-camacho-en-su-pretension-de-parar-bolivia,3069,590,18,12
2023,la-razon,https://www.la-razon.com/economia/2023/02/12/bolivia-analiza-lanzar-bonos-por-us-1-000-millones/,1934,416,18,8
2023,la-razon,https://www.la-razon.com/financiero/2023/07/23/bolivia-eleva-su-cuantificacion-de-litio-a-23-mm-de-toneladas/,2040,420,12,10
2023,lostiempos,https://www.lostiempos.com/actualidad/economia/20230813/bolivia-consumo-gas-sube-10-alertan-escasez-futuro-caida-produccion,2224,454,15,12
2023,opinion,https://www.opinion.com.bo/articulo/revista-asi/cooperativas-mineras-bolivia-toman-polemica-decision-sustituir-mercurio-cianuro/20231112000041927043.html,10191,2120,76,34
2023,urgente,https://www.urgente.bo/noticia/suben-precios-de-algunas-verduras-por-efecto-de-la-sequ%C3%ADa-en-bolivia,1316,294,11,6
2023,dw,https://www.dw.com/es/c%C3%A1mara-de-diputados-de-bolivia-aprueba-pol%C3%A9mica-ley-del-oro/a-65409534,2319,494,14,11
2023,dw,https://www.dw.com/es/fallece-el-militar-que-captur%C3%B3-al-guerrillero-comunista-che-guevara-en-bolivia/a-65543898,983,212,12,7
2023,minsalud,https://www.minsalud.gob.bo/4870-bolivia-evaluara-los-habitos-alimentarios-de-la-poblacion-tras-el-impacto-de-la-covid-19,1023,210,13,5
2023,infobae,https://www.infobae.com/peru/2023/01/22/congresista-ernesto-bustamante-pide-que-el-ejercito-peruano-invada-bolivia-para-apropiarse-de-sus-recursos-naturales/,3217,638,24,17
2023,la-razon,https://www.la-razon.com/energias-negocios/2023/10/22/las-compras-digitales-crecen-en-bolivia/#,3431,726,27,12
2023,infobae,https://www.infobae.com/america/america-latina/2023/05/28/sospechosa-muerte-en-bolivia-el-interventor-de-uno-de-los-mayores-bancos-del-pais-cayo-de-un-piso-15/,2805,596,20,15
2023,lostiempos,https://www.lostiempos.com/actualidad/seguridad/20230709/santa-cruz-lidera-incautaciones-droga-bolivia-informe-felcn,2032,406,15,11
2023,la-razon,https://www.la-razon.com/nacional/2023/11/05/bolivia-aun-tiene-pendientes-10-arbitrajes-internacionales-por-us-1-000-millones-en-litigio/,3455,711,31,18
2023,france24,https://www.france24.com/es/am%C3%A9rica-latina/20231224-bolivia-supremo-ratifica-condena-de-10-a%C3%B1os-a-la-expresidenta-interina-jeanine-%C3%A1%C3%B1ez,2525,510,23,13
2023,la-razon,https://www.la-razon.com/economia/2023/12/17/balanza-comercial-a-octubre-bolivia-registra-un-deficit-de-us-177-millones/,2305,470,17,10
2023,cancilleria,https://cancilleria.gob.bo/mre/2023/03/26/3118/,1055,190,6,5
2023,opinion,https://www.opinion.com.bo/articulo/pais/joe-biden-acusa-bolivia-incumplir-lucha-narcotrafico/20230916212313921017.html,1502,287,8,9
2023,la-razon,https://www.la-razon.com/sociedad/2023/07/30/bolivia-pone-fin-a-la-emergencia-sanitaria-por-el-covid-19/,1925,451,13,12
2023,ahoraelpueblo,https://ahoraelpueblo.bo/index.php/nacional/politica/bolivia-hoy-respeta-el-estado-de-derecho-en-contraste-con-el-regimen-de-facto-de-anez,2230,454,12,10
2023,minsalud,https://minsalud.gob.bo/7326-santa-cruz-mas-de-5-000-personas-entre-profesionales-en-salud-y-ffaa-recorren-barrios-en-escudo-de-lucha-contra-el-dengue,2335,466,8,9
2023,infobae,https://www.infobae.com/america/america-latina/2023/06/11/crece-la-tension-en-bolivia-tras-el-escandalo-narco-evo-morales-acuso-al-gobierno-de-luis-arce-de-tener-un-plan-para-destrozarlo/,3002,612,21,14
2023,dw,https://www.dw.com/es/bolivia-da-golpe-m%C3%A1s-grande-de-su-historia-al-narcotr%C3%A1fico/a-65688254,1664,331,11,8
2023,infobae,https://www.infobae.com/america/america-latina/2023/04/09/evo-morales-volvio-a-proponer-la-creacion-de-milicias-armadas-en-bolivia/,3668,740,33,19
2023,infobae,https://www.infobae.com/peru/2023/02/05/luciana-campero-advierte-plan-politico-de-evo-morales-en-peru-es-su-proyecto-el-mismo-que-se-tuvo-en-bolivia-en-2019/,7038,1462,67,36
2023,mhe,https://www.mhe.gob.bo/2023/12/10/alza-del-etanol-es-inviable-porque-afecta-costos-de-ypfb-y-la-economia-de-los-bolivianos/,1527,317,9,6
2023,minsalud,https://www.minsalud.gob.bo/7683-salud-inicia-medidas-de-contencion-ante-sospecha-de-caso-de-rabia-humana-en-municipio-de-viacha,2041,449,11,8
2023,lostiempos,https://www.lostiempos.com/actualidad/economia/20230305/fracasos-cuestionan-inversiones-litio-que-sumaran-us-2000-millones,4309,910,36,22
2023,france24,https://www.france24.com/es/programas/econom%C3%ADa/20230430-por-qu%C3%A9-bolivia-el-milagro-econ%C3%B3mico-se-queda-sin-d%C3%B3lares,3999,818,27,16
2023,abi,https://abi.bo/index.php/economia2/37904-bolivia-cumple-en-mas-del-90-las-normas-aeronauticas-su-categoria-1-no-esta-en-riesgo,2461,509,14,11
2023,dw,https://www.dw.com/es/juez-ordena-detener-miner%C3%ADa-ilegal-en-la-amazon%C3%ADa-boliviana/a-66768129,1760,365,11,10
2023,efe,https://efe.com/cultura/2023-02-19/bolivia-vive-la-alegria-el-brillo-y-la-devocion-del-carnaval-de-oruro/,2870,602,18,17
2023,dw,https://www.dw.com/es/bomberos-de-francia-ayudan-a-bolivia-a-combatir-incendios-forestales/a-67554455,1560,317,12,9
